filename,start_time,end_time,primary_label,confidence
H08_20230505_165000.ogg,35.0,40,pirfly1,0.8015059
H19_20230503_054000.ogg,35.0,40,plbwoo1,0.87809074
H19_20230503_054000.ogg,45.0,50,plbwoo1,0.7958799
H24_20230510_063000.ogg,55.0,60,trokin,0.78034616
H79_20230515_142500.ogg,0.0,5,pavpig2,0.761103
H06_20230508_132000.ogg,45.0,50,whtdov,0.7619694
H14_20230511_050500.ogg,5.0,10,trokin,0.8313506
H14_20230511_050500.ogg,20.0,25,trokin,0.79960734
H14_20230511_050500.ogg,25.0,30,trokin,0.76457787
H14_20230511_050500.ogg,40.0,45,trokin,0.75650036
H14_20230511_050500.ogg,45.0,50,trokin,0.8249587
H73_20230509_054500.ogg,15.0,20,gretin1,0.89063966
H73_20230509_054500.ogg,50.0,55,gretin1,0.9284695
H73_20230509_054500.ogg,55.0,60,gretin1,0.7998786
H24_20230521_080500.ogg,0.0,5,pavpig2,0.77663624
H24_20230521_080500.ogg,10.0,15,pavpig2,0.82892066
H24_20230521_080500.ogg,15.0,20,pavpig2,0.79462606
H24_20230521_080500.ogg,30.0,35,pavpig2,0.91676444
H21_20230509_131500.ogg,40.0,45,cocwoo1,0.76127803
H21_20230509_131500.ogg,55.0,60,cocwoo1,0.75489295
H26_20230521_104500.ogg,45.0,50,cattyr,0.81685984
H02_20230423_140000.ogg,40.0,45,cotfly1,0.7525104
H20_20230425_022000.ogg,0.0,5,65373,0.81382656
H20_20230425_022000.ogg,5.0,10,65373,0.89478934
H20_20230425_022000.ogg,20.0,25,65373,0.8110795
H20_20230425_022000.ogg,25.0,30,65373,0.85971135
H20_20230425_022000.ogg,30.0,35,65373,0.9291622
H20_20230425_022000.ogg,35.0,40,65373,0.86831796
H20_20230425_022000.ogg,45.0,50,65373,0.9032475
H20_20230425_022000.ogg,50.0,55,65373,0.89310026
H20_20230425_022000.ogg,55.0,60,65373,0.8173841
H12_20230427_134500.ogg,50.0,55,yeofly1,0.79971373
O203_20230513_163000.ogg,35.0,40,bkmtou1,0.8039953
H06_20230501_134500.ogg,25.0,30,yectyr1,0.8639681
H26_20230426_164000.ogg,0.0,5,22976,0.7720014
H26_20230426_164000.ogg,10.0,15,22976,0.7825756
H26_20230426_164000.ogg,25.0,30,22976,0.7685111
H26_20230426_164000.ogg,55.0,60,22976,0.77530974
H93_20230504_012500.ogg,5.0,10,gretin1,0.8216227
H88_20230512_102000.ogg,5.0,10,wbwwre1,0.75748765
H88_20230512_102000.ogg,10.0,15,wbwwre1,0.78226393
H88_20230512_102000.ogg,25.0,30,wbwwre1,0.8049389
H88_20230512_102000.ogg,35.0,40,wbwwre1,0.82091415
H88_20230512_102000.ogg,40.0,45,wbwwre1,0.8340948
H88_20230512_102000.ogg,45.0,50,wbwwre1,0.8255576
H88_20230512_102000.ogg,55.0,60,wbwwre1,0.86397874
H16_20230430_064500.ogg,45.0,50,yebela1,0.780189
H21_20230429_104000.ogg,30.0,35,pavpig2,0.85545886
H20_20230505_121000.ogg,35.0,40,rugdov,0.814504
H20_20230505_121000.ogg,50.0,55,blbgra1,0.84766054
H65_20230420_154000.ogg,0.0,5,pavpig2,0.8986866
H65_20230420_154000.ogg,5.0,10,pavpig2,0.8257917
H65_20230420_154000.ogg,30.0,35,pavpig2,0.9001864
H65_20230420_154000.ogg,35.0,40,pavpig2,0.8957943
H65_20230420_154000.ogg,40.0,45,pavpig2,0.82347566
H95_20230502_055500.ogg,0.0,5,gretin1,0.853724
H95_20230502_055500.ogg,5.0,10,gretin1,0.8203939
H95_20230502_055500.ogg,20.0,25,gretin1,0.83514357
H95_20230502_055500.ogg,25.0,30,gretin1,0.79030097
H95_20230502_055500.ogg,30.0,35,gretin1,0.75820833
H95_20230502_055500.ogg,45.0,50,gretin1,0.8127917
H95_20230502_055500.ogg,50.0,55,gretin1,0.7761897
H26_20230424_053500.ogg,20.0,25,strcuc1,0.77297974
H26_20230424_053500.ogg,30.0,35,strcuc1,0.7708229
H77_20230513_061500.ogg,50.0,55,pavpig2,0.8675703
H79_20230515_102500.ogg,0.0,5,rugdov,0.77047485
H79_20230515_102500.ogg,5.0,10,rugdov,0.7794817
H79_20230515_102500.ogg,50.0,55,rugdov,0.7716323
H79_20230515_102500.ogg,55.0,60,rugdov,0.8280586
H26_20230426_170500.ogg,25.0,30,22976,0.8074791
H26_20230426_170500.ogg,55.0,60,22976,0.79907405
H26_20230428_215000.ogg,10.0,15,22976,0.7865845
H26_20230428_215000.ogg,15.0,20,22976,0.7941634
H26_20230428_215000.ogg,25.0,30,22976,0.79571795
H26_20230428_215000.ogg,30.0,35,22976,0.76355237
H26_20230428_215000.ogg,35.0,40,22976,0.78506416
H26_20230428_215000.ogg,40.0,45,22976,0.81275403
H26_20230428_215000.ogg,45.0,50,22976,0.8016449
H94_20230508_081000.ogg,5.0,10,pavpig2,0.82719386
H71_20230422_123000.ogg,0.0,5,cinbec1,0.8301314
H71_20230422_123000.ogg,35.0,40,pirfly1,0.8242016
H94_20230426_064000.ogg,15.0,20,pavpig2,0.7575942
H94_20230426_064000.ogg,20.0,25,pavpig2,0.8575138
H94_20230426_064000.ogg,50.0,55,pavpig2,0.8869394
H20_20230508_071000.ogg,10.0,15,ywcpar,0.79397166
H20_20230508_071000.ogg,55.0,60,ywcpar,0.7837765
H98_20230502_181000.ogg,20.0,25,gretin1,0.82238185
H65_20230429_100500.ogg,30.0,35,rugdov,0.8235281
H06_20230427_155000.ogg,20.0,25,rugdov,0.78100747
H06_20230427_155000.ogg,25.0,30,whtdov,0.7604341
H30_20230507_173000.ogg,0.0,5,bobfly1,0.7896531
H79_20230509_084000.ogg,20.0,25,rugdov,0.80817235
H16_20230509_175500.ogg,0.0,5,pavpig2,0.8555128
H16_20230509_175500.ogg,5.0,10,pavpig2,0.8837593
H16_20230422_110000.ogg,15.0,20,strcuc1,0.8276833
H16_20230422_110000.ogg,45.0,50,strcuc1,0.7828573
H17_20230515_143500.ogg,55.0,60,21211,0.82260877
H21_20230504_094000.ogg,10.0,15,pavpig2,0.90910614
H21_20230504_094000.ogg,30.0,35,pavpig2,0.7591325
H21_20230504_094000.ogg,55.0,60,pavpig2,0.78546035
H21_20230421_064000.ogg,50.0,55,bucmot3,0.81966525
H06_20230420_100500.ogg,5.0,10,whtdov,0.838204
H06_20230420_100500.ogg,15.0,20,whtdov,0.819654
H06_20230420_100500.ogg,30.0,35,whtdov,0.8001925
H24_20230430_055500.ogg,45.0,50,whtdov,0.7609763
H37_20230504_064000.ogg,55.0,60,littin1,0.75658286
H08_20230512_130000.ogg,0.0,5,bucmot3,0.75077915
H08_20230512_130000.ogg,10.0,15,bucmot3,0.7609488
H08_20230512_130000.ogg,50.0,55,pavpig2,0.78440726
H08_20230512_130000.ogg,55.0,60,pavpig2,0.7502909
H26_20230422_180500.ogg,0.0,5,22976,0.7826537
H26_20230422_180500.ogg,5.0,10,22976,0.8046979
H26_20230422_180500.ogg,10.0,15,22976,0.7528894
H26_20230422_180500.ogg,15.0,20,22976,0.7969899
H26_20230422_180500.ogg,20.0,25,22976,0.75569403
H26_20230422_180500.ogg,25.0,30,22976,0.8135298
H26_20230422_180500.ogg,30.0,35,22976,0.8107332
H26_20230422_180500.ogg,35.0,40,22976,0.8152846
H26_20230422_180500.ogg,45.0,50,22976,0.76959306
H26_20230422_180500.ogg,50.0,55,22976,0.77628577
H30_20230517_095000.ogg,20.0,25,rugdov,0.8529441
H30_20230517_095000.ogg,35.0,40,colcha1,0.8466035
H21_20230426_082000.ogg,0.0,5,colcha1,0.7988006
H21_20230426_082000.ogg,5.0,10,colcha1,0.88539135
H21_20230426_082000.ogg,10.0,15,colcha1,0.8757162
H21_20230426_082000.ogg,15.0,20,colcha1,0.84377956
H21_20230426_082000.ogg,20.0,25,colcha1,0.774258
H21_20230426_082000.ogg,25.0,30,colcha1,0.9276779
H21_20230426_082000.ogg,30.0,35,colcha1,0.76999474
H21_20230426_082000.ogg,35.0,40,colcha1,0.7726534
H21_20230426_082000.ogg,45.0,50,colcha1,0.9113634
H21_20230426_082000.ogg,55.0,60,colcha1,0.8970825
H79_20230517_111500.ogg,35.0,40,trokin,0.8475113
H08_20230420_030500.ogg,35.0,40,gretin1,0.8646509
H30_20230505_112500.ogg,5.0,10,rugdov,0.8114759
H30_20230505_112500.ogg,10.0,15,rugdov,0.8416608
H30_20230505_112500.ogg,55.0,60,rugdov,0.78368604
H77_20230516_094000.ogg,15.0,20,blbwre1,0.79467595
H77_20230516_094000.ogg,25.0,30,blbwre1,0.8024931
H77_20230516_094000.ogg,35.0,40,blbwre1,0.88358486
H77_20230516_094000.ogg,45.0,50,blbwre1,0.81959856
H77_20230516_094000.ogg,50.0,55,blbwre1,0.8908802
H77_20230516_094000.ogg,55.0,60,blbwre1,0.8913568
H02_20230509_152000.ogg,35.0,40,pavpig2,0.882895
H02_20230509_152000.ogg,40.0,45,pavpig2,0.76471484
H67_20230422_102500.ogg,10.0,15,bkmtou1,0.75142205
H67_20230422_102500.ogg,55.0,60,bkmtou1,0.7994324
H69_20230507_092500.ogg,5.0,10,whtdov,0.86341363
H69_20230507_092500.ogg,10.0,15,whtdov,0.77818733
H69_20230507_092500.ogg,15.0,20,whtdov,0.8985537
H69_20230507_092500.ogg,20.0,25,whtdov,0.88717526
H69_20230507_092500.ogg,25.0,30,whtdov,0.8671192
H69_20230507_092500.ogg,30.0,35,whtdov,0.8415381
H69_20230507_092500.ogg,35.0,40,whtdov,0.87447107
H69_20230507_092500.ogg,55.0,60,whtdov,0.8704866
H31_20230522_075500.ogg,30.0,35,pavpig2,0.8477847
H14_20230517_052500.ogg,20.0,25,trokin,0.7992831
H18_20230514_003000.ogg,25.0,30,littin1,0.8279686
H18_20230514_003000.ogg,45.0,50,littin1,0.75771743
H18_20230514_003000.ogg,50.0,55,littin1,0.81809646
H30_20230515_130500.ogg,15.0,20,blbgra1,0.7980392
H30_20230515_130500.ogg,35.0,40,blbgra1,0.8270093
H71_20230504_170000.ogg,10.0,15,pirfly1,0.8024944
H71_20230504_170000.ogg,25.0,30,trsowl,0.7793156
H94_20230511_095000.ogg,25.0,30,roahaw,0.91565293
H94_20230519_061500.ogg,0.0,5,pavpig2,0.8899929
H94_20230519_061500.ogg,25.0,30,pavpig2,0.7795917
H94_20230519_061500.ogg,45.0,50,pavpig2,0.96154153
H22_20230430_111000.ogg,35.0,40,whtdov,0.7900468
H79_20230428_161500.ogg,20.0,25,pavpig2,0.79419017
H79_20230428_161500.ogg,25.0,30,pavpig2,0.76706463
H83_20230430_085000.ogg,25.0,30,pavpig2,0.7514844
H83_20230430_085000.ogg,30.0,35,pavpig2,0.8202346
H83_20230430_085000.ogg,35.0,40,pavpig2,0.8344661
H83_20230430_085000.ogg,55.0,60,pavpig2,0.802079
H29_20230518_175500.ogg,10.0,15,littin1,0.8123342
H29_20230518_175500.ogg,20.0,25,littin1,0.758331
H29_20230518_175500.ogg,35.0,40,littin1,0.8568517
H29_20230518_175500.ogg,50.0,55,littin1,0.8670967
H20_20230517_154000.ogg,20.0,25,pavpig2,0.9005604
H20_20230517_154000.ogg,45.0,50,pavpig2,0.8704947
H12_20230426_232000.ogg,30.0,35,gretin1,0.83093584
H18_20230511_062000.ogg,15.0,20,blbwre1,0.85689765
H18_20230511_062000.ogg,30.0,35,blbwre1,0.9012801
H18_20230511_062000.ogg,45.0,50,blbwre1,0.85196686
H08_20230509_145500.ogg,0.0,5,pavpig2,0.8218215
H08_20230509_145500.ogg,5.0,10,pavpig2,0.88705766
H08_20230509_145500.ogg,20.0,25,pavpig2,0.87712985
H08_20230509_145500.ogg,35.0,40,pavpig2,0.9040834
H08_20230509_145500.ogg,40.0,45,pavpig2,0.7502194
H32_20230429_055500.ogg,5.0,10,pavpig2,0.82076705
H32_20230429_055500.ogg,30.0,35,pavpig2,0.758797
H32_20230429_055500.ogg,50.0,55,pavpig2,0.81260026
H20_20230423_134000.ogg,55.0,60,blbgra1,0.75506705
H78_20230507_233000.ogg,40.0,45,65448,0.78632516
H06_20230427_065500.ogg,45.0,50,rugdov,0.7948718
H19_20230501_041500.ogg,55.0,60,speowl1,0.85107994
H71_20230508_075500.ogg,35.0,40,pavpig2,0.8562188
H94_20230425_163500.ogg,5.0,10,pavpig2,0.8579302
H94_20230425_163500.ogg,30.0,35,pavpig2,0.7762049
H94_20230425_163500.ogg,40.0,45,blbwre1,0.83311784
H94_20230425_163500.ogg,45.0,50,pavpig2,0.9099835
H21_20230515_091000.ogg,10.0,15,pavpig2,0.881982
H30_20230511_163000.ogg,10.0,15,bobfly1,0.8439229
H30_20230511_163000.ogg,15.0,20,bobfly1,0.8570677
H20_20230424_024000.ogg,0.0,5,65373,0.80783546
H20_20230424_024000.ogg,5.0,10,65373,0.83409405
H20_20230424_024000.ogg,10.0,15,65373,0.92796123
H20_20230424_024000.ogg,15.0,20,65373,0.8994832
H20_20230424_024000.ogg,30.0,35,65373,0.7953636
H20_20230424_024000.ogg,35.0,40,65373,0.75475216
H20_20230424_024000.ogg,40.0,45,65373,0.90309536
H20_20230424_024000.ogg,45.0,50,65373,0.86622494
H20_20230424_024000.ogg,50.0,55,65373,0.8749229
H20_20230424_024000.ogg,55.0,60,65373,0.83232224
H8920_20230507_145500.ogg,25.0,30,whbman1,0.76542914
H8920_20230507_145500.ogg,45.0,50,whbman1,0.8266317
H8920_20230507_145500.ogg,50.0,55,whbman1,0.7853033
H12_20230503_164500.ogg,5.0,10,whbman1,0.92341673
H12_20230503_164500.ogg,35.0,40,whbman1,0.775733
H07_20230422_222500.ogg,50.0,55,littin1,0.8014945
H24_20230507_111500.ogg,50.0,55,whtdov,0.76756203
H24_20230507_111500.ogg,55.0,60,whtdov,0.76432467
H79_20230514_110500.ogg,30.0,35,rugdov,0.82673013
H79_20230514_110500.ogg,35.0,40,rugdov,0.889283
H79_20230514_110500.ogg,40.0,45,rugdov,0.8927864
H10_20230509_054000.ogg,20.0,25,yebela1,0.782308
H10_20230509_054000.ogg,50.0,55,yebela1,0.90529335
H8920_20230520_162500.ogg,15.0,20,roahaw,0.7798559
H8920_20230520_162500.ogg,20.0,25,roahaw,0.8100753
H8920_20230520_162500.ogg,30.0,35,roahaw,0.8589096
H8920_20230520_162500.ogg,35.0,40,roahaw,0.8232196
H21_20230424_153000.ogg,40.0,45,pavpig2,0.8851412
H21_20230424_153000.ogg,45.0,50,pavpig2,0.7579154
H30_20230518_162500.ogg,10.0,15,blbgra1,0.8332
H30_20230518_162500.ogg,25.0,30,blbgra1,0.7514037
H30_20230518_162500.ogg,35.0,40,blbgra1,0.7640408
H22_20230502_161500.ogg,20.0,25,whtdov,0.76928353
H77_20230513_163000.ogg,10.0,15,pavpig2,0.84829664
H77_20230513_163000.ogg,30.0,35,pavpig2,0.8608187
H77_20230513_163000.ogg,35.0,40,pavpig2,0.86161965
H14_20230425_134500.ogg,45.0,50,yebela1,0.80116826
H32_20230430_120500.ogg,20.0,25,strcuc1,0.79419166
H32_20230430_120500.ogg,35.0,40,strcuc1,0.8702423
H32_20230430_120500.ogg,40.0,45,strcuc1,0.87025577
H32_20230430_120500.ogg,45.0,50,strcuc1,0.7990457
H8920_20230518_093000.ogg,15.0,20,gretin1,0.75443673
H83_20230425_080000.ogg,40.0,45,pavpig2,0.7842597
H83_20230425_080000.ogg,45.0,50,pavpig2,0.82278013
H21_20230430_164500.ogg,25.0,30,pavpig2,0.92407656
H21_20230430_164500.ogg,30.0,35,pavpig2,0.84661293
H21_20230430_164500.ogg,45.0,50,pavpig2,0.93627024
H69_20230424_174500.ogg,15.0,20,littin1,0.7879961
H69_20230424_174500.ogg,20.0,25,littin1,0.8208126
H69_20230424_174500.ogg,25.0,30,littin1,0.80082226
H69_20230424_174500.ogg,30.0,35,littin1,0.8743626
H69_20230424_174500.ogg,35.0,40,littin1,0.84545004
H69_20230424_174500.ogg,40.0,45,littin1,0.7828387
H69_20230424_174500.ogg,45.0,50,littin1,0.794728
H69_20230424_174500.ogg,50.0,55,littin1,0.8787106
H69_20230424_174500.ogg,55.0,60,littin1,0.8622063
O202_20230502_112500.ogg,0.0,5,blbwre1,0.9618204
O202_20230502_112500.ogg,10.0,15,blbwre1,0.91494304
O202_20230502_112500.ogg,20.0,25,blbwre1,0.9349373
O202_20230502_112500.ogg,30.0,35,blbwre1,0.9019054
O202_20230502_112500.ogg,40.0,45,blbwre1,0.9341521
O202_20230502_112500.ogg,55.0,60,blbwre1,0.81092805
O203_20230516_083500.ogg,20.0,25,pavpig2,0.85967267
O203_20230516_083500.ogg,45.0,50,pavpig2,0.75830305
H83_20230429_124500.ogg,45.0,50,rugdov,0.8543564
H83_20230429_124500.ogg,50.0,55,rugdov,0.83451736
H12_20230424_101000.ogg,20.0,25,bkmtou1,0.8760494
H12_20230424_101000.ogg,25.0,30,bkmtou1,0.79752237
H12_20230424_101000.ogg,40.0,45,bkmtou1,0.7978245
H12_20230424_101000.ogg,45.0,50,bkmtou1,0.75787485
H12_20230424_101000.ogg,50.0,55,bkmtou1,0.81008226
H08_20230502_063000.ogg,25.0,30,yectyr1,0.80045825
H08_20230502_063000.ogg,30.0,35,bucmot3,0.8036643
H16_20230429_064000.ogg,45.0,50,strcuc1,0.77321845
H20_20230423_012000.ogg,5.0,10,65373,0.8097002
H20_20230423_012000.ogg,10.0,15,65373,0.85554016
H20_20230423_012000.ogg,15.0,20,65373,0.8795613
H20_20230423_012000.ogg,20.0,25,65373,0.8437215
H20_20230423_012000.ogg,25.0,30,65373,0.8030783
H20_20230423_012000.ogg,30.0,35,65373,0.8883358
H20_20230423_012000.ogg,35.0,40,65373,0.857183
H20_20230423_012000.ogg,40.0,45,65373,0.83566797
H20_20230423_012000.ogg,45.0,50,65373,0.8809229
H20_20230423_012000.ogg,50.0,55,65373,0.8959483
H20_20230423_012000.ogg,55.0,60,65373,0.89438945
H88_20230427_093000.ogg,45.0,50,pirfly1,0.7576913
H92_20230505_162500.ogg,0.0,5,littin1,0.8042078
H92_20230505_162500.ogg,15.0,20,littin1,0.82331926
H09_20230425_134500.ogg,45.0,50,pavpig2,0.77226317
H32_20230501_081500.ogg,5.0,10,crebob1,0.7628726
H79_20230513_074000.ogg,10.0,15,rugdov,0.826892
H79_20230513_074000.ogg,15.0,20,rugdov,0.7629442
H84_20230517_110000.ogg,0.0,5,cocwoo1,0.85321605
H84_20230517_110000.ogg,25.0,30,cocwoo1,0.81779635
H84_20230517_110000.ogg,40.0,45,cocwoo1,0.8283571
H84_20230517_110000.ogg,55.0,60,cocwoo1,0.8513573
H69_20230515_051500.ogg,45.0,50,compot1,0.886999
H10_20230524_051500.ogg,20.0,25,yebela1,0.83050406
H20_20230512_003000.ogg,25.0,30,65373,0.8373494
H20_20230512_003000.ogg,30.0,35,65373,0.80327
H20_20230512_003000.ogg,35.0,40,65373,0.7708195
H20_20230512_003000.ogg,40.0,45,65373,0.8124674
H20_20230512_003000.ogg,45.0,50,65373,0.7565599
H20_20230512_003000.ogg,50.0,55,65373,0.89429915
H20_20230512_003000.ogg,55.0,60,65373,0.9209436
H69_20230504_053000.ogg,0.0,5,baymac,0.7726406
H30_20230430_133500.ogg,45.0,50,rugdov,0.8136737
H65_20230504_071500.ogg,20.0,25,pavpig2,0.87901944
H65_20230504_071500.ogg,25.0,30,pavpig2,0.7539508
H65_20230504_071500.ogg,40.0,45,pavpig2,0.77615845
H09_20230422_201500.ogg,40.0,45,21211,0.75506175
H10_20230513_150500.ogg,25.0,30,pavpig2,0.7876996
H83_20230515_075000.ogg,35.0,40,ywcpar,0.78208864
H32_20230427_135500.ogg,15.0,20,bicwre1,0.82215613
H32_20230427_135500.ogg,55.0,60,amekes,0.88658726
H32_20230503_135000.ogg,55.0,60,rugdov,0.8240736
H05_20230505_084500.ogg,30.0,35,whbman1,0.8673891
H30_20230513_071500.ogg,55.0,60,rugdov,0.8059788
H21_20230506_064500.ogg,0.0,5,pavpig2,0.91185683
H21_20230506_064500.ogg,20.0,25,pavpig2,0.898913
H21_20230506_064500.ogg,40.0,45,pavpig2,0.7595395
H94_20230525_134500.ogg,10.0,15,whtdov,0.78040326
H94_20230525_134500.ogg,20.0,25,whtdov,0.8168017
H94_20230525_134500.ogg,30.0,35,whtdov,0.78536886
H94_20230525_134500.ogg,40.0,45,whtdov,0.85255814
H94_20230525_134500.ogg,50.0,55,whtdov,0.7562455
H65_20230425_073000.ogg,15.0,20,rugdov,0.8796034
H03_20230422_102000.ogg,0.0,5,shtfly1,0.7615211
H05_20230512_180500.ogg,15.0,20,gretin1,0.86123085
H74_20230504_113500.ogg,30.0,35,yebfly1,0.8330101
H16_20230505_113500.ogg,5.0,10,yebela1,0.88258
H16_20230505_113500.ogg,25.0,30,cotfly1,0.75293493
H77_20230426_133000.ogg,0.0,5,littin1,0.8617045
H77_20230426_133000.ogg,5.0,10,littin1,0.75730544
H77_20230426_133000.ogg,10.0,15,littin1,0.8123452
H77_20230426_133000.ogg,15.0,20,littin1,0.8655078
H77_20230426_133000.ogg,20.0,25,littin1,0.8985794
H77_20230426_133000.ogg,25.0,30,littin1,0.88461363
H77_20230426_133000.ogg,30.0,35,littin1,0.9196674
H77_20230426_133000.ogg,35.0,40,littin1,0.8627987
H77_20230426_133000.ogg,45.0,50,littin1,0.79969823
H78_20230429_094500.ogg,10.0,15,smbani,0.78771424
H78_20230429_094500.ogg,15.0,20,smbani,0.8682693
H71_20230515_114500.ogg,0.0,5,littin1,0.79204804
H20_20230512_142000.ogg,10.0,15,blbgra1,0.7577654
H20_20230512_142000.ogg,15.0,20,blbgra1,0.8305601
H20_20230512_142000.ogg,25.0,30,blbgra1,0.75147647
H63_20230501_055000.ogg,50.0,55,littin1,0.8672217
H65_20230516_053000.ogg,5.0,10,rumfly1,0.8172096
H65_20230516_053000.ogg,30.0,35,rumfly1,0.7563271
H71_20230425_142500.ogg,5.0,10,littin1,0.78316593
H71_20230425_142500.ogg,25.0,30,littin1,0.81168973
H71_20230425_142500.ogg,40.0,45,littin1,0.7859726
H71_20230425_142500.ogg,55.0,60,littin1,0.7874707
H91_20230424_112500.ogg,0.0,5,wbwwre1,0.83156884
H24_20230523_154500.ogg,15.0,20,whtdov,0.7518164
H10_20230429_093000.ogg,30.0,35,bicwre1,0.80415285
H32_20230507_091000.ogg,5.0,10,strcuc1,0.80182505
H78_20230505_222000.ogg,0.0,5,65448,0.7520181
H78_20230505_222000.ogg,5.0,10,65448,0.7857526
H78_20230505_222000.ogg,10.0,15,65448,0.7667971
H78_20230505_222000.ogg,15.0,20,65448,0.7502074
H78_20230505_222000.ogg,25.0,30,65448,0.76763475
H78_20230505_222000.ogg,35.0,40,65448,0.7836855
H78_20230505_222000.ogg,40.0,45,65448,0.75481606
H32_20230428_075500.ogg,30.0,35,crebob1,0.85889065
H32_20230428_075500.ogg,45.0,50,crebob1,0.7743642
H83_20230506_135000.ogg,10.0,15,grekis,0.84640694
H83_20230506_135000.ogg,50.0,55,grekis,0.8399043
O202_20230513_093500.ogg,25.0,30,whbman1,0.82344234
O202_20230513_093500.ogg,35.0,40,whbman1,0.8725274
H31_20230514_080500.ogg,50.0,55,pavpig2,0.8054716
H83_20230514_084000.ogg,15.0,20,rugdov,0.84403837
H83_20230514_084000.ogg,20.0,25,rugdov,0.85671186
H83_20230514_084000.ogg,25.0,30,rugdov,0.7555977
H79_20230513_140500.ogg,15.0,20,whtdov,0.76338595
O203_20230504_062500.ogg,20.0,25,whbman1,0.760927
H20_20230509_052500.ogg,25.0,30,butsal1,0.81634253
H20_20230509_052500.ogg,30.0,35,butsal1,0.78196573
H20_20230509_052500.ogg,55.0,60,butsal1,0.77513427
H22_20230510_162500.ogg,25.0,30,pavpig2,0.8650053
H16_20230510_182500.ogg,15.0,20,22976,0.8118315
H16_20230510_182500.ogg,35.0,40,22976,0.77256185
H16_20230510_182500.ogg,50.0,55,22976,0.8021639
H16_20230510_182500.ogg,55.0,60,22976,0.77275074
H06_20230423_144500.ogg,0.0,5,whtdov,0.79670596
H06_20230423_144500.ogg,35.0,40,whtdov,0.86371917
H63_20230503_140000.ogg,30.0,35,wbwwre1,0.7923247
H63_20230503_140000.ogg,35.0,40,wbwwre1,0.79395986
H18_20230508_064500.ogg,20.0,25,pavpig2,0.9146327
H18_20230508_064500.ogg,35.0,40,pavpig2,0.85857457
H79_20230425_134000.ogg,0.0,5,rugdov,0.7646916
H79_20230425_134000.ogg,10.0,15,pavpig2,0.88235444
H79_20230425_134000.ogg,20.0,25,rugdov,0.81163377
H91_20230428_053500.ogg,5.0,10,bucmot3,0.7723314
H20_20230502_130500.ogg,15.0,20,blbgra1,0.7850916
H20_20230502_130500.ogg,35.0,40,blbgra1,0.8048979
H08_20230507_055000.ogg,25.0,30,littin1,0.7845914
H12_20230427_060000.ogg,10.0,15,secfly1,0.75499517
H73_20230430_114000.ogg,40.0,45,gretin1,0.8727833
H63_20230514_174500.ogg,0.0,5,littin1,0.7804976
H63_20230514_174500.ogg,35.0,40,littin1,0.7600094
H09_20230423_060000.ogg,0.0,5,yebela1,0.8657144
H20_20230511_003000.ogg,0.0,5,65373,0.9537918
H20_20230511_003000.ogg,5.0,10,65373,0.94426906
