filename,center_time_s,primary_label,annotation_time,is_low_quality
thbeup1/XC843849.ogg,13.0,thbeup1,2025-05-10T20:20:03.359820,False
thbeup1/XC843849.ogg,13.0,thbeup1,2025-05-10T20:20:08.025719,False
thbeup1/XC858173.ogg,,,,True
thbeup1/iNat152012.ogg,,,,True
thbeup1/iNat360364.ogg,,,,True
thbeup1/iNat506936.ogg,,,,True
thbeup1/iNat566973.ogg,,,,True
52884/CSA06195.ogg,93.0,52884,2025-05-11T03:45:39.723564,False
52884/CSA06195.ogg,5.0,52884,2025-05-11T03:45:45.896627,False
52884/CSA06195.ogg,5.0,52884,2025-05-11T03:45:47.854419,False
52884/CSA06193.ogg,3.0,52884,2025-05-11T03:46:50.401070,False
52884/CSA06193.ogg,3.0,52884,2025-05-11T03:46:52.158836,False
52884/CSA06193.ogg,3.0,52884,2025-05-11T03:46:54.016593,False
52884/CSA11079.ogg,23.0,52884,2025-05-11T04:07:28.879327,False
52884/CSA11079.ogg,28.0,52884,2025-05-11T04:07:43.135281,False
52884/CSA11079.ogg,36.0,52884,2025-05-11T04:07:59.797335,False
52884/CSA11080.ogg,96.0,52884,2025-05-11T04:10:24.584359,False
52884/CSA11080.ogg,105.0,52884,2025-05-11T04:10:37.890534,False
52884/CSA11080.ogg,113.0,52884,2025-05-11T04:10:57.670067,False
52884/CSA14491.ogg,71.0,52884,2025-05-11T04:12:22.642813,False
52884/CSA14491.ogg,79.0,52884,2025-05-11T04:12:38.403327,False
52884/CSA14491.ogg,89.0,52884,2025-05-11T04:12:58.833233,False
52884/CSA14875.ogg,8.0,52884,2025-05-11T04:13:47.218464,False
52884/CSA14875.ogg,12.0,52884,2025-05-11T04:13:52.589213,False
52884/CSA14875.ogg,17.0,52884,2025-05-11T04:14:11.917801,False
52884/CSA15755.ogg,38.0,52884,2025-05-11T04:15:04.852596,False
52884/CSA15755.ogg,12.0,52884,2025-05-11T04:15:18.304147,False
52884/CSA15755.ogg,45.0,52884,2025-05-11T04:16:00.322638,False
52884/CSA18786.ogg,8.0,52884,2025-05-11T04:16:50.371500,False
52884/CSA18786.ogg,20.0,52884,2025-05-11T04:16:56.748935,False
52884/CSA18786.ogg,34.0,52884,2025-05-11T04:17:00.464521,False
52884/CSA18796.ogg,4.0,52884,2025-05-11T04:17:40.811327,False
52884/CSA18796.ogg,11.0,52884,2025-05-11T04:17:48.490894,False
52884/CSA18796.ogg,17.0,52884,2025-05-11T04:18:00.137366,False
52884/CSA18797.ogg,9.0,52884,2025-05-11T04:20:33.114700,False
52884/CSA18797.ogg,19.0,52884,2025-05-11T04:20:47.671323,False
52884/CSA18797.ogg,65.0,52884,2025-05-11T04:21:08.101165,False
52884/CSA18797.ogg,119.0,52884,2025-05-11T04:21:48.460801,False
52884/CSA18799.ogg,4.0,52884,2025-05-11T04:22:10.904739,False
52884/CSA18799.ogg,17.0,52884,2025-05-11T04:22:28.425229,False
52884/CSA18799.ogg,29.0,52884,2025-05-11T04:22:31.589573,False
52884/CSA18800.ogg,17.0,52884,2025-05-11T04:22:54.542925,False
52884/CSA18800.ogg,39.0,52884,2025-05-11T04:23:02.225852,False
52884/CSA18800.ogg,75.0,52884,2025-05-11T04:23:10.258395,False
52884/CSA18801.ogg,9.0,52884,2025-05-11T04:23:26.631006,False
52884/CSA18801.ogg,72.0,52884,2025-05-11T04:23:37.528266,False
52884/CSA18801.ogg,111.0,52884,2025-05-11T04:23:46.665018,False
52884/CSA18804.ogg,10.0,52884,2025-05-11T04:24:02.988429,False
52884/CSA18804.ogg,37.0,52884,2025-05-11T04:24:10.519041,False
52884/CSA18804.ogg,53.0,52884,2025-05-11T04:24:59.365448,False
52884/CSA18805.ogg,8.0,52884,2025-05-11T04:25:33.101259,False
52884/CSA18805.ogg,55.0,52884,2025-05-11T04:25:39.779250,False
52884/CSA18805.ogg,71.0,52884,2025-05-11T04:25:47.962733,False
52884/CSA18980.ogg,28.0,52884,2025-05-11T04:26:24.972052,False
52884/CSA18980.ogg,44.0,52884,2025-05-11T04:26:52.093502,False
52884/CSA18980.ogg,52.0,52884,2025-05-11T04:27:03.695801,False
52884/CSA34329.ogg,4.0,52884,2025-05-11T04:27:15.448563,False
52884/CSA34329.ogg,12.0,52884,2025-05-11T04:27:22.577178,False
52884/CSA34329.ogg,17.0,52884,2025-05-11T04:27:32.768808,False
52884/CSA34410.ogg,38.0,52884,2025-05-11T04:27:49.289293,False
52884/CSA34410.ogg,0.0,52884,2025-05-11T04:28:01.388817,False
52884/CSA34410.ogg,91.0,52884,2025-05-11T04:28:09.826476,False
52884/CSA34761.ogg,4.0,52884,2025-05-11T04:28:26.194935,False
52884/CSA34761.ogg,16.0,52884,2025-05-11T04:28:42.411224,False
52884/CSA34761.ogg,63.0,52884,2025-05-11T04:29:20.523974,False
52884/CSA34947.ogg,4.0,52884,2025-05-11T04:29:43.425625,False
52884/CSA34947.ogg,8.0,52884,2025-05-11T04:29:50.407663,False
52884/CSA34947.ogg,11.0,52884,2025-05-11T04:29:59.598164,False
52884/CSA35109.ogg,6.0,52884,2025-05-11T04:30:17.828737,False
52884/CSA35109.ogg,22.0,52884,2025-05-11T04:30:32.138818,False
52884/CSA35109.ogg,74.0,52884,2025-05-11T04:31:12.448687,False
52884/CSA35109.ogg,56.0,52884,2025-05-11T04:31:22.993436,False
52884/CSA35112.ogg,9.0,52884,2025-05-11T16:05:15.537018,False
52884/CSA35112.ogg,27.0,52884,2025-05-11T16:05:25.648564,False
52884/CSA35112.ogg,63.0,52884,2025-05-11T16:05:43.176517,False
52884/CSA35124.ogg,7.0,52884,2025-05-11T16:06:30.921717,False
52884/CSA35124.ogg,92.0,52884,2025-05-11T16:06:47.416762,False
52884/CSA35124.ogg,147.0,52884,2025-05-11T16:07:06.925031,False
52884/CSA35125.ogg,10.0,52884,2025-05-11T16:07:28.020171,False
52884/CSA35125.ogg,95.0,52884,2025-05-11T16:07:59.374571,False
52884/CSA35125.ogg,68.0,52884,2025-05-11T16:08:29.851711,False
52884/CSA35130.ogg,12.0,52884,2025-05-11T16:08:58.217609,False
52884/CSA35130.ogg,40.0,52884,2025-05-11T16:09:12.444917,False
52884/CSA35130.ogg,104.0,52884,2025-05-11T16:09:50.486894,False
52884/CSA35167.ogg,8.0,52884,2025-05-11T16:10:15.418138,False
52884/CSA35167.ogg,29.0,52884,2025-05-11T16:10:34.172685,False
52884/CSA35167.ogg,49.0,52884,2025-05-11T16:10:48.557536,False
52884/CSA35167.ogg,99.0,52884,2025-05-11T16:11:06.196323,False
52884/CSA35176.ogg,10.0,52884,2025-05-11T16:11:27.609687,False
52884/CSA35176.ogg,28.0,52884,2025-05-11T16:11:45.469299,False
52884/CSA35176.ogg,58.0,52884,2025-05-11T16:12:07.488451,False
52884/CSA35180.ogg,11.0,52884,2025-05-11T16:12:30.280154,False
52884/CSA35180.ogg,30.0,52884,2025-05-11T16:12:41.497322,False
52884/CSA35180.ogg,86.0,52884,2025-05-11T16:12:53.606336,False
52884/CSA35533.ogg,6.0,52884,2025-05-11T16:13:12.033647,False
52884/CSA35533.ogg,11.0,52884,2025-05-11T16:13:24.592048,False
52884/CSA35533.ogg,9.0,52884,2025-05-11T16:13:45.903161,False
52884/CSA35537.ogg,4.0,52884,2025-05-11T16:14:14.649990,False
52884/CSA35537.ogg,16.0,52884,2025-05-11T16:14:22.750264,False
52884/CSA35537.ogg,10.0,52884,2025-05-11T16:14:26.500622,False
52884/CSA35592.ogg,44.0,52884,2025-05-11T16:15:20.096066,False
52884/CSA35592.ogg,80.0,52884,2025-05-11T16:15:41.509063,False
52884/CSA35592.ogg,110.0,52884,2025-05-11T16:15:59.823278,False
52884/CSA36342.ogg,10.0,52884,2025-05-11T16:16:42.461011,False
52884/CSA36342.ogg,7.0,52884,2025-05-11T16:16:51.264175,False
52884/CSA36342.ogg,8.0,52884,2025-05-11T16:16:55.388779,False
52884/CSA36344.ogg,19.0,52884,2025-05-11T16:17:38.519887,False
52884/CSA36344.ogg,39.0,52884,2025-05-11T16:17:49.882155,False
52884/CSA36344.ogg,46.0,52884,2025-05-11T16:18:03.860714,False
47067/iNat68676.ogg,41.0,47067,2025-05-11T19:15:13.763403,False
47067/iNat68676.ogg,22.0,47067,2025-05-11T19:15:25.561852,False
47067/iNat68676.ogg,13.0,47067,2025-05-11T19:15:40.413222,False
47067/iNat1255120.ogg,,,,True
41778/XC959831.ogg,11.0,41778,2025-05-11T19:55:51.490617,False
41778/XC959831.ogg,27.0,41778,2025-05-11T19:56:05.026743,False
41778/XC959831.ogg,63.0,41778,2025-05-11T19:56:49.407904,False
41778/XC959831.ogg,82.0,41778,2025-05-11T19:57:11.631537,False
41778/XC959831.ogg,94.0,41778,2025-05-11T19:57:28.621715,False
41778/XC959831.ogg,153.0,41778,2025-05-11T19:58:35.120611,False
41778/XC959831.ogg,162.0,41778,2025-05-11T19:58:48.121957,False
41778/XC959831.ogg,175.0,41778,2025-05-11T19:59:09.782988,False
41778/iNat256586.ogg,,,,True
42113/iNat557906.ogg,,,,True
42113/iNat55456.ogg,,,,True
81930/iNat761667.ogg,,,,True
81930/iNat737012.ogg,4.0,81930,2025-05-11T20:23:20.664925,False
81930/iNat737012.ogg,14.0,81930,2025-05-11T20:23:31.260094,False
81930/iNat737012.ogg,20.0,81930,2025-05-11T20:23:43.026826,False
81930/iNat737012.ogg,10.0,81930,2025-05-11T20:24:57.315777,False
66578/iNat223502.ogg,5.0,66578,2025-05-11T20:26:18.314263,False
66578/iNat223502.ogg,9.0,66578,2025-05-11T20:26:21.974384,False
66578/iNat223502.ogg,21.0,66578,2025-05-11T20:26:36.666490,False
66578/iNat223502.ogg,32.0,66578,2025-05-11T20:26:47.514343,False
66578/iNat315496.ogg,,,,True
crbtan1/XC297985.ogg,2.0,crbtan1,2025-05-11T20:52:54.751247,False
crbtan1/XC297985.ogg,10.0,crbtan1,2025-05-11T20:54:00.747217,False
crbtan1/XC297985.ogg,24.0,crbtan1,2025-05-11T20:54:09.153148,False
crbtan1/XC137679.ogg,,,,True
crbtan1/XC298637.ogg,2.0,crbtan1,2025-05-11T20:58:09.957058,False
crbtan1/XC298637.ogg,24.0,crbtan1,2025-05-11T20:58:26.914251,False
crbtan1/XC298637.ogg,2.0,crbtan1,2025-05-11T20:58:36.740624,False
crbtan1/XC304266.ogg,,,,True
crbtan1/XC615031.ogg,,,,True
crbtan1/iNat48985.ogg,5.0,crbtan1,2025-05-11T21:01:09.726627,False
crbtan1/iNat48985.ogg,7.0,crbtan1,2025-05-11T21:01:14.204400,False
crbtan1/iNat48985.ogg,8.0,crbtan1,2025-05-11T21:01:17.620769,False
crbtan1/iNat74451.ogg,,,,True
crbtan1/iNat77071.ogg,23.0,crbtan1,2025-05-11T21:03:35.520884,False
crbtan1/iNat77071.ogg,26.0,crbtan1,2025-05-11T21:03:49.179922,False
crbtan1/iNat77071.ogg,35.0,crbtan1,2025-05-11T21:04:07.603153,False
555142/iNat1274037.ogg,8.0,555142,2025-05-11T21:10:01.183731,False
555142/iNat1274037.ogg,8.0,555142,2025-05-11T21:10:14.370370,False
555142/iNat1274037.ogg,8.0,555142,2025-05-11T21:10:16.424317,False
555142/iNat1258897.ogg,5.0,555142,2025-05-11T21:10:37.555704,False
555142/iNat1258897.ogg,10.0,555142,2025-05-11T21:10:51.230794,False
555142/iNat1258897.ogg,14.0,555142,2025-05-11T21:11:09.900485,False
555142/iNat31004.ogg,,,,True
555142/iNat337414.ogg,2.0,555142,2025-05-11T21:15:44.029220,False
555142/iNat337414.ogg,7.0,555142,2025-05-11T21:15:58.252468,False
555142/iNat337414.ogg,11.0,555142,2025-05-11T21:16:01.418787,False
555142/iNat34199.ogg,3.0,555142,2025-05-11T21:16:35.113750,False
555142/iNat34199.ogg,8.0,555142,2025-05-11T21:16:38.784742,False
555142/iNat34199.ogg,15.0,555142,2025-05-11T21:16:50.415990,False
555142/iNat761666.ogg,3.0,555142,2025-05-11T21:24:03.662894,False
555142/iNat761666.ogg,9.0,555142,2025-05-11T21:24:08.382049,False
555142/iNat761666.ogg,15.0,555142,2025-05-11T21:24:12.339098,False
47067/iNat68676.ogg,17.0,47067,2025-05-15T20:56:02.599552,False
47067/iNat68676.ogg,30.0,47067,2025-05-15T20:56:15.605110,False
47067/iNat68676.ogg,36.0,47067,2025-05-15T20:56:27.002290,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,24.0,47067,2025-05-15T20:58:02.150654,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,29.0,47067,2025-05-15T20:58:17.766832,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,31.0,47067,2025-05-15T20:58:31.273576,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,35.0,47067,2025-05-15T20:58:34.637023,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,39.0,47067,2025-05-15T20:58:43.173174,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,42.0,47067,2025-05-15T20:58:46.285155,False
47067/Brown-throated Three toed Sloth with nursing baby.wav,46.0,47067,2025-05-15T20:58:51.955731,False
47067/Brown-Throated-Sloth-Baby.wav,3.0,unknown,2025-05-15T20:59:25.299237,False
47067/Brown-Throated-Sloth-Baby.wav,4.0,unknown,2025-05-15T20:59:28.712599,False
47067/Brown-Throated-Sloth-Baby.wav,9.0,unknown,2025-05-15T20:59:41.112994,False
41778/XC987233.wav,2.0,unknown,2025-05-15T21:00:46.635946,False
41778/XC987233.wav,4.0,unknown,2025-05-15T21:00:49.698378,False
41778/XC987233.wav,6.0,unknown,2025-05-15T21:00:52.912809,False
41778/XC987233.wav,8.0,unknown,2025-05-15T21:00:56.829612,False
41778/XC987233.wav,10.0,unknown,2025-05-15T21:01:00.646332,False
41778/XC987233.wav,12.0,unknown,2025-05-15T21:01:09.382701,False
41778/XC987233.wav,14.0,unknown,2025-05-15T21:01:13.098379,False
41778/XC997153.wav,3.0,41778,2025-05-15T21:01:44.483696,False
41778/XC997153.wav,6.0,41778,2025-05-15T21:01:48.600866,False
41778/XC997153.wav,9.0,41778,2025-05-15T21:01:51.814669,False
41778/XC997153.wav,13.0,41778,2025-05-15T21:01:55.582823,False
41778/XC997153.wav,17.0,41778,2025-05-15T21:01:58.948382,False
41778/XC997153.wav,22.0,41778,2025-05-15T21:02:05.777953,False
41778/XC997153.wav,26.0,41778,2025-05-15T21:02:16.924181,False
42113/XC975063.wav,2.0,42113,2025-05-15T21:02:54.604230,False
42113/XC975063.wav,3.0,42113,2025-05-15T21:02:58.519173,False
42113/XC975063.wav,4.0,42113,2025-05-15T21:03:03.540632,False
42113/XC975063.wav,5.0,42113,2025-05-15T21:03:06.856545,False
42113/XC975063.wav,6.0,42113,2025-05-15T21:03:09.818952,False
42113/XC975063.wav,7.0,42113,2025-05-15T21:03:14.438754,False
66578/Pristimantis_bogotensis15.wav,12.0,66578,2025-05-15T21:05:06.946005,False
66578/Pristimantis_bogotensis15.wav,14.0,66578,2025-05-15T21:05:09.708685,False
66578/Pristimantis_bogotensis15.wav,43.0,66578,2025-05-15T21:05:12.619439,False
66578/Pristimantis_bogotensis15.wav,47.0,66578,2025-05-15T21:05:16.034597,False
66578/iNat223502.ogg,31.0,66578,2025-05-15T21:06:09.354421,False
66578/iNat223502.ogg,21.0,66578,2025-05-15T21:06:17.087143,False
66578/iNat223502.ogg,34.0,66578,2025-05-15T21:06:28.582501,False
81930/iNat737012.ogg,7.0,81930,2025-05-15T21:11:51.807957,False
81930/iNat737012.ogg,17.0,81930,2025-05-15T21:12:08.430587,False
81930/iNat737012.ogg,23.0,81930,2025-05-15T21:12:25.145793,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,16.0,81930,2025-05-15T21:13:24.837983,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,27.0,81930,2025-05-15T21:13:33.329417,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,39.0,81930,2025-05-15T21:13:36.493010,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,50.0,81930,2025-05-15T21:13:39.755791,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,61.0,81930,2025-05-15T21:13:43.421083,False
81930/001012431-riveros-toad-rhinella-humboldt.wav,73.0,81930,2025-05-15T21:13:49.393844,False
555142/Boana_pugnax61.wav,2.0,555142,2025-05-15T21:16:49.231091,False
555142/Boana_pugnax61.wav,5.0,555142,2025-05-15T21:16:54.600610,False
555142/Boana_pugnax61.wav,8.0,555142,2025-05-15T21:16:59.122700,False
555142/Boana_pugnax61.wav,10.0,555142,2025-05-15T21:17:02.136911,False
555142/Boana_pugnax61.wav,13.0,555142,2025-05-15T21:17:05.051136,False
555142/Boana_pugnax61.wav,15.0,555142,2025-05-15T21:17:08.012464,False
868458/2388.wav,2.0,868458,2025-05-15T21:43:27.874347,False
868458/2388.wav,5.0,868458,2025-05-15T21:43:30.936870,False
1139490/CSA36389.ogg,5.0,1139490,2025-05-15T21:54:37.935665,False
1139490/CSA36389.ogg,4.0,1139490,2025-05-15T21:54:41.602374,False
1139490/CSA36385.ogg,4.0,1139490,2025-05-15T21:55:04.700750,False
1139490/CSA36385.ogg,3.0,1139490,2025-05-15T21:55:13.788444,False
1139490/2391.wav,5.0,1139490,2025-05-15T21:55:34.560469,False
1139490/2391.wav,22.0,1139490,2025-05-15T21:55:38.025241,False
1139490/2391.wav,36.0,1139490,2025-05-15T21:55:41.893188,False
1139490/2391.wav,47.0,1139490,2025-05-15T21:55:44.807102,False
1139490/2391.wav,56.0,1139490,2025-05-15T21:55:48.621895,False
1139490/2391.wav,66.0,1139490,2025-05-15T21:55:52.789965,False
1139490/2391.wav,77.0,1139490,2025-05-15T21:55:57.459564,False
42087/iNat155127.ogg,8.0,42087,2025-05-16T01:03:26.493353,False
42087/iNat155127.ogg,9.0,42087,2025-05-16T01:03:29.561347,False
42087/iNat155127.ogg,8.0,42087,2025-05-16T01:03:32.730420,False
42087/iNat860016.ogg,1.0,42087,2025-05-16T01:03:57.007730,False
42087/iNat860016.ogg,8.0,42087,2025-05-16T01:04:03.442969,False
